Report generated on: 05-03-2026 15:14:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.55-1-USA-TBPD.A","        United States","8596.625756830601","8571.572515068494","8648.53434520548","8687.64102739726","8878.950702185792","8971.377997260273","8680.142490410959","8348.978024657534","8139.6885109289615","7613.0767095890415","7355.307356164383","7416.545101369863","7171.124524590164","8835.48947671233","8645.003728767124","8625.598408219179","8607.288658469944","8611.3484","8391.779175342466","8107.179871232876","8110.068305546448","8053.802737342466","8041.799999999998","7791.690410958904","7671.1311530054645","7337.736506849315","7320.320079452054","7470.624052054794","7570.635969945355","8158.385142465753","8630.455556164383","9074.512339726027","10083.209352459016","11308.76188219178","13077.217087671233","14092.931347945205","13731.890732240438","14562.065841095891"
"INTL.55-1-URY-TBPD.A","        Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0.03","0.04","0.06","0.05","0.14","0.436","0.631","0.691","0.923","1.182","0.903","0.938","0.945"
"INTL.55-1-UZB-TBPD.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","66","78.73150684931507","140","166","168","175","183.27397260273972","188.52564383561645","174.648","167.717","165.512","154","217","164.37424657534245","156.14013698630137","145","142","116.9366301369863","75","71","63","60","66","66","62","46.02672328767123"
"INTL.55-1-VUT-TBPD.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-VEN-TBPD.A","        Venezuela","2168.3387978142077","2101.980821917808","1894.9287671232876","1800.9479452054795","1798.0601092896175","1677.1780821917807","1787.041095890411","1751.9506849315069","1903","1906.978082191781","2136.998920547945","2374.9984767123287","2370.780731266477","2473.054794520548","2660.7301506849317","3017.62","3219.0279508196722","3473.4760958904108","3405.1790410958906","3093.821917808219","3219.6842185792348","3141.5956328767124","2751.781991780822","2505.7284794520547","2819.9085601092897","3092.5498273972603","3019.5491424657534","2997.733887671233","2685","2695","2585","2675","2675","2675","2675","2568.9479452054793","2321.9398907103823","2057.454794520548"
"INTL.55-1-VNM-TBPD.A","        Vietnam","0","0","0","0","0","0","0.8","5","15","32","50","80","106","126.3013698630137","142.18493150684932","152.7945205479452","175.49726775956285","202.22739726027396","249.8082191780822","312.3095890410959","333.2952349726776","346.72564383561644","347.10690410958904","359.97605205479454","380.8991857923497","371.056402739726","365.7438","323.1175671232877","311.74590163934425","341.1261917808219","308.0931506849315","311.6117671232877","340.5734480874317","342.5667123287671","315.32139726027395","365.130095890411","332.3667267759563","283.88408126279415"
"INTL.55-1-WAK-TBPD.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-ESH-TBPD.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-YEM-TBPD.A","        Yemen","0","0","0","0","0","0","10","20","173","194","193","197","182","223.5095890410959","346.5958767123288","352.678","356.19316393442625","374.4028082191781","381.0011917808219","403.427","449.5018333333333","452.72997260273974","457.3411890410959","450.8732273972603","445.53291530054645","443.60922739726027","417.16226301369863","367.35233150684934","336.4715491803279","324.465495890411","325.68412602739727","230.4484575342466","186.02484153005466","203.91829041095892","156.18024383561644","35.376046575342464","18.270491803278688","32"
"INTL.55-1-ZMB-TBPD.A","        Zambia","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-ZWE-TBPD.A","        Zimbabwe","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0.04","0.06","0","0","0.12","0.039","0.681","0.724","0.819","0.8"
"","crude oil including lease condensate production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-WORL-TBPD.A","    World","59557.68724043715","55899.592030136984","53453.196824657534","53249.761994520544","54498.53904080289","53965.4347203372","56326.14124383562","56649.39526022825","58696.60208757449","59802.71265338047","60497.91240205605","60128.17913766742","60100.69769622195","58754.467657534246","60577.42822465753","61568.593884931506","62841.40155737705","65001.26453972603","65921.77018082191","64359.98553150685","66358.85128333334","66326.6145869041","65772.88455342465","70184.39243561644","72918.51109562842","74057.40362191781","74208.60435068494","74224.12144383561","74549.08002459016","73240.99048767124","74450.70914696119","75095.4908417959","76691.82487108797","76817.1133063863","78631.5586949959","80938.14948846986","80986.64142349726","81206.55895256384"
"INTL.57-1-AFG-TBPD.A","        Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ALB-TBPD.A","        Albania","","","","","54","50","45","40","30","30","20","16.487671232876714","12","11","10","9","9","7.150391780821918","7.489890410958904","6.4602301369863016","5.716","5.624","7.106","6","7","7","9","10","10","10","13","16","18","21","24","23","19","17"
"INTL.57-1-DZA-TBPD.A","        Algeria","1105.9071038251366","1002.0328767123287","986.6301369863014","961.2602739726027","647","1036.0712328767124","1072","1071.3205479452056","1045","1105.5863013698631","1180.0684931506848","1170","744.9590163934427","740.1643835616438","746.2876712328767","763.3972602739726","818.3879781420765","849.3424657534247","821.4109589041096","756.9589041095891","805.5874316939891","867.4794520547945","975.5890410958904","1501.890410958904","1579.1857923497269","1649.5643835616438","1656.0430136986301","1668.1155205479452","1705","1584.876712328767","1540","1540","1532.2431693989072","1461.7808219178082","1420","1429","1348.360655737705","1301.7534246575342"
"INTL.57-1-ASM-TBPD.A","        American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-AGO-TBPD.A","        Angola","150","130","122","177.0054794520548","204","231.34246575342465","282.13698630136986","360.05205479452053","452.0081967213115","454.7671232876712","474.63013698630135","499.63013698630135","535.4508196721312","503.9397260273973","491.758904109589","639.3123287671233","691.016393442623","709.786301369863","729.1178082191781","747.8134246575343","745.3879781420765","739.2849315068493","896.6363424657534","879.0602356164384","987.5943306010929","1235.5210876712329","1380.9027863013698","1667.9527698630136","1950.6945081967212","1876.8082191780823","1908.5205479452054","1755.6164383561643","1787.049180327869","1802.6575342465753","1741.6164383561643","1801.86301369863","1769.6147540983607","1663.2265306249114"
"INTL.57-1-ATA-TBPD.A","        Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ATG-TBPD.A","        Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ARG-TBPD.A","        Argentina","","","","","478","459.56164383561645","433.95616438356166","428.4328767123288","448.9781420765027","460.413698630137","482.62191780821917","493.1972602739726","558.275956284153","593.0082191780822","668.551","720.5500356164383","783.7026994535519","835.9643835616438","848.3899808219178","832.8070602739726","800.8231038251366","825.6981753424658","800.3786328767123","740.250202739726","694.8500819672131","664.6936109589041","660.7966301369863","653.1839150684932","661.2152377049181","628.8054739726027","613.3419616438356","576.0272712328767","551.1197896174864","539.9405095890411","532.1596794520548","532.2395178082191","510.50543989071036","479.63058926889585"
"INTL.57-1-ARM-TBPD.A","        Armenia","--","--","--","--","--","","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ABW-TBPD.A","        Aruba","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-AUS-TBPD.A","        Australia","","","","","498.8606557377049","545.2493150684932","514.254794520548","552.0465753424658","520.0218579234972","489.4821917808219","577.0630136986301","544.9369863013699","533.7896174863388","495.86301369863014","536.1332301369863","514.3394849315068","535.0529426229508","569.8394136986301","546.0477397260274","534.876802739726","721.227849726776","656.7681643835616","629.2434821917808","527.4199287671233","448.4608825136612","455.9705835616438","436.3761945205479","448.6769890410959","459.34662021857923","463.6478054794521","478.521602739726","411.2881589041096","405.4074781420765","334.67630136986304","353.3003479452055","322.25066575342464","289.70205464480875","263.2320461102708"
"INTL.57-1-AUT-TBPD.A","        Austria","","","","","23","22.167123287671235","22","20.5013698630137","22.838797814207652","22.660273972602738","22.40821917808219","24.736986301369864","22.833333333333332","21.65205479452055","21.073972602739726","20.246575342465754","19.593016393442625","18.405479452054795","18.747945205479454","18.167123287671235","18.61584699453552","18.915068493150685","18.610958904109587","17.68489589041096","17.235098360655737","16.49592602739726","16.53432328767123","16.457613698630137","16.081967213114755","16.317808219178083","16.745205479452054","17.660273972602738","16.915300546448087","16.15890410958904","17.16986301369863","16.495890410958904","15.16120218579235","14.183449315068493"
"INTL.57-1-AZE-TBPD.A","        Azerbaijan","--","--","--","--","--","","--","--","--","--","--","--","213","209","182.72714794520547","185.22613424657536","181.5106393442623","181.47226575342467","231.3734520547945","276.09869315068494","281.2218169398907","300.1632054794521","307.85705753424656","310.57371506849313","310.4061174863388","447.7403616438356","649.2923698630137","862.162997260274","869.5628415300547","1005.8465753424657","1034.627397260274","982.9945205479452","921.7486338797814","870.5945205479452","846.758904109589","848.4739726027398","833.5382513661202","789.2125384329506"
"INTL.57-1-BHR-TBPD.A","        Bahrain","48.24590163934426","46.082191780821915","43.9041095890411","42","42","42.43561643835616","43.92328767123288","42.42739726027397","43.58743169398907","42.40821917808219","41.75616438356165","37.83835616438356","41","41","180","182","183","187","189","182.425","186.62","182.418","184.805","188.676","187.86","186.57","183.301","184.28","182.691","182.219","181.74520547945207","190.1068493150685","171.93169945355191","198.1972602739726","202.33424657534246","202.1887780821918","201.5760737704918","200.18136164383563"
"INTL.57-1-BGD-TBPD.A","        Bangladesh","","","","","","2","3","3","3","3","3","3","3","3","3","3","3","2.495890410958904","2","3.591780821917808","4","4","6","","6","6","6","6","5.666666666666667","5","5","5","4.666666666666667","4","4","4","4","3"
"INTL.57-1-BRB-TBPD.A","        Barbados","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1.071309589041096","1.0138465753424657","1","1","1","1","1","1","1","1","1","1","1","1","1","0.6408575342465753"
"INTL.57-1-BLR-TBPD.A","        Belarus","--","--","--","--","--","","--","--","--","--","--","--","39","40","40","39","36.82993442622951","36.11455068493151","36.49975890410959","37.116164383561646","36.919","37.04","36.92","36.4","35.981","35.7","35.6","35.2","35","33","30","30","30","30","30","26.084931506849315","32.666666666666664","31.961024657534246"
"INTL.57-1-BEL-TBPD.A","        Belgium","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BLZ-TBPD.A","        Belize","","","","","","","","","","","","","","","","","","","","","","","","","0","0","2.2573095890410957","2.9997972602739726","3.5106639344262294","3.9895013698630137","4.146978082191781","3.853449315068493","2.814051912568306","2.1708383561643836","1.760041095890411","1.7084931506849315","1.7","0.9896624109589041"
"INTL.57-1-BEN-TBPD.A","        Benin","","","","","5","7","7","6","4","3","4","4","4","4","3","2","1","1","1","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BMU-TBPD.A","        Bermuda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BTN-TBPD.A","        Bhutan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BOL-TBPD.A","        Bolivia","","","","","21","20","18","19","19","19.92876712328767","21.013698630136986","22","21","20.915068493150685","28","31","35","33","38","32","31.415071038251366","35.794342465753424","36.74794520547945","33.48660547945205","38.77663934426229","42.23828493150685","40.7721698630137","41.17110136986302","38.88932786885246","33.777750684931505","34.54117808219178","35.501164383561644","41.21798087431694","47.491268493150685","51.06744383561644","49.06107945205479","45.27982786885246","43.07478123287672"
"INTL.57-1-BIH-TBPD.A","        Bosnia and Herzegovina","--","--","--","--","--","","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BWA-TBPD.A","        Botswana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BRA-TBPD.A","        Brazil","","","","","459.8743169398907","546","572","566.1835616438356","554.0491803278688","595.1041095890411","630.7945205479452","622.5041095890411","628.0054644808744","642.972602739726","661.9078958904109","685.6971671232877","777.1066803278688","835.6040301369864","968.9923808219178","1098.0044109589041","1231.2237978142077","1292.6764657534247","1452.6861643835616","1499.7347534246576","1484.1993606557378","1638.8366931506848","1727.3383506849316","1751.4954328767124","1812.2280300546447","1950.3640301369862","2054.667994520548","2105.399580821918","2061.225494535519","2023.8754657534246","2254.600306849315","2437.444901369863","2509.975775956284","2621.7196472980568"
